title,summary,n_enrolled,course_type,Level,subject,language,course_length,price,price_level
Vocal Recording Technology,"Explore emerging innovations in vocal production, audio engineering, recording, and mixing.",52369,Self-paced on your time,Introductory,Engineering,English,6,49,Low
Agua 2.0: empresas eficientes para el siglo XXI,"El curso te presenta una visión integral de la gestión de empresas prestadoras de servicios de Agua y Saneamiento; así como la relevancia de aspectos claves como la eficiencia, la sostenibilidad y el fortalecimiento de los recursos; tanto técnicos como humanos.  Adicionalmente, revisarás conceptos vinculados a las capacidades empresariales, esenciales para siglo XXI, como la innovación, la gestión de cambio, el gobierno corporativo, la transparencia, entre otros. Además, el curso se complementa en todos sus módulos con AquaRating: un modelo para la incentivar la transformación de empresas de agua y saneamiento que se ha implementado con éxito en todo el mundo.",0,Self-paced on your time,Introductory,Business & Management,Español,8,25,Low
IoT Sensors and Devices,"Explore various IoT devices and sensor types, how they work, and how we connect them. Map out the process for developing your own IoT ideas.",33072,Self-paced on your time,Introductory,Computer Science,English,5,199,High
Introducción a las tecnologías para la Educación,Aprenderás a sacar partido de las nuevas tecnologías en tu labor docente para crear una experiencia de aprendizaje nueva y enriquecedora.,31533,Self-paced on your time,Introductory,Computer Science,Español,5,49,Low
Fundamentos de la guitarra eléctrica y acústica,Desarrolla las habilidades musicales necesarias para tocar la guitarra acústica o eléctrica. Este curso de guitarra te lleva de la teórica musical a la práctica.,13124,Self-paced on your time,Introductory,Music,Español,6,49,Low
e-Learning on Digital Agriculture,"Agriculture is no exception to digital revolution, going beyond a simple adoption of Information and Communication Technologies (ICTs). According to ICRISAT, digital agriculture is defined as “ICT and data ecosystems to support the development and delivery of timely, targeted information and services to make farming profitable and sustainable while delivering safe nutritious and affordable food for all.”",6238,Self-paced on your time,Introductory,Environmental Studies,English,5,5,Low
Exploring GraphQL: A Query Language for APIs,"Learn about GraphQL, an alternative to REST, and practice GraphQL queries in an interactive playground.",9503,Self-paced on your time,Introductory,Computer Science,English,7,149,Medium
EmSAT English Preparation - Level 2,"This EmSAT preparation course expands upon basic grammatical knowledge, develops general English vocabulary and develops critical thinking. To assist in preparation for the EmSAT exam learners develop exam strategies through their understanding of different reading and vocabulary question types.",7346,Self-paced on your time,Intermediate,Language,English,6,49,Low
The Data Science Method,"Learn about the methodology, practices and requirements behind data science to better understand how to problem solve with data and ensure data is relevant and properly manipulated to address a variety of real-world projects and business scenarios.",7868,Self-paced on your time,Introductory,Data Analysis & Statistics,English,7,39,Low
"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源","Explore the works of Plato, Aristotle, Heraclitus and other originators of Western philosophy in an immersive study of ancient Greek and Roman philosophers. 本课程通过讲述古希腊罗马哲学家丰富的思想和观点，探讨西方哲学精神的起源，揭示西方民族的精神取向，阐明西方民族思维方式的特征。",21291,Self-paced on your time,Introductory,Humanities,English,16,49,Low
"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",Join us on a unique exploration of one of the universe’s deepest mysteries: cosmic rays,12888,Self-paced on your time,Intermediate,Physics,English,4,49,Low
Macroeconomic Diagnostics,"Through this course, learn to assess a country’s macroeconomic situation utilizing practical tools that will help you engage in day-to-day macroeconomic analysis.",23408,Self-paced on your time,Intermediate,Economics & Finance,English,6,25,Low
BioStatistics,"This college-level,credit-eligibleBiostatistics course will teach you the skills required for success in future analytical studies in biology.",14937,Self-paced on your time,Introductory,Biology & Life Sciences,English,8,79,Medium
Results-Based Project Management: Monitoring and Evaluation,Learn how to use a results-based approach to design and manage public sector programs that deliver tangible benefits and optimize the use of resources.,32810,Self-paced on your time,Intermediate,Business & Management,English,8,199,High
Estrategias y estilos de negociación,Aprende los diferentes estilos y estrategias de negociación en función de los resultados esperados y su impacto en la relación entre las partes involucradas.,12639,Self-paced on your time,Introductory,Business & Management,Español,4,149,Medium
Políticas efectivas de desarrollo infantil,"En este curso encontrarás herramientas que te permitan diseñar, implementar y evaluar políticas y programas de desarrollo infantil de calidad.",64387,Self-paced on your time,Intermediate,Social Sciences,Español,10,25,Low
Alzheimer’s Disease & Dementia Care,"Provides an overview of Alzheimer’s disease, including pathophysiology, risk factors, stages, symptoms, diagnosis, including medications used to enhance cognitive function. Reviews modified communication strategies that optimize interactions and reduce behavioral expressions. Explores the topic of dementia caregiving, its challenges and resources available, as well as special care considerations when the person with dementia is hospitalized.",5763,Self-paced on your time,Intermediate,Medicine,English,5,49,Low
Understanding Classroom Interaction,,27114,Self-paced on your time,Introductory,Education & Teacher Training,English,5,49,Low
Sign Language Science: Emergence and Evolution of Sign Language,"This course connects the emergence and evolution of signed languages to the history of the people who use these languages. You will learn this concept in depth, especially the legacy and heritage of American Sign Language (ASL).",8313,Self-paced on your time,Introductory,Language,English,4,99,Medium
International Humanitarian Law,"Learn how international law regulates armed conflicts, protects individuals in wartime, and guarantees minimum compliance.",31419,Self-paced on your time,Advanced,Law,English,12,150,Medium
"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",,25111,Self-paced on your time,Introductory,Education & Teacher Training,Español,6,49,Low
Introduction to Astrophysics,Learn about the physical phenomena at play in astronomical objects and link theoretical predictions to observations.,20802,Self-paced on your time,Introductory,Physics,English,7,139,Medium
Epidemics I,"Explore the science, prevention and control of epidemics in this free online course. In addition to lectures by leading scientists in this field from HKU, this course will feature panel discussions with world leading experts in epidemics. ",10618,Self-paced on your time,Introductory,Medicine,English,5,139,Medium
Introducción a la genética y la evolución,,15297,Self-paced on your time,Introductory,Biology & Life Sciences,Español,3,49,Low
Fundamentals of Macroeconomics,"This introductory course to macroeconomic analysis provides a thorough view of what economists know about aggregate production, inflation, unemployment and economic policies and elevates the learner to a first-year undergraduate level.",17820,Self-paced on your time,Introductory,Economics & Finance,English,6,129,Medium
"Blockchain and FinTech: Basics, Applications, and Limitations","Understand the design rationale of blockchain technology, its emerging platforms and applications and uncover the limitations and the opportunities enabled by blockchain applications, particularly as it relates to finance.",22011,Self-paced on your time,Introductory,Computer Science,English,6,199,High
Molecular Biology - Part 2: Transcription and Transposition,Strengthen your scientific thinking and experimental design skills in this adventure through transcription and transposition.,18168,Self-paced on your time,Advanced,Biology & Life Sciences,English,7,99,Medium
"One Planet, One Ocean","A holistic view of how the ocean functions, how human interactions with the ocean can be understood, and what solutions are available to support both sustainable use and stewardship of our blue planet.",12166,Self-paced on your time,Intermediate,Environmental Studies,English,6,49,Low
Reputation Management in a Digital World,"Learn how to develop, manage and protect an organisation’s online reputation through social media including Facebook and Twitter.",39672,Self-paced on your time,Intermediate,Communication,English,6,99,Medium
Google Ads: publicidad efectiva,"Haz que tus clientes potenciales te encuentren en la web mientras buscan lo que ofreces en Google. Aprende a crear campañas publicitarias digitales exitosas, desarrollando anuncios en la red de búsqueda y de display de Google, asi como, en Youtube.",12084,Self-paced on your time,Introductory,Business & Management,Español,5,49,Low
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,,14673,Self-paced on your time,Intermediate,Engineering,Español,4,50,Low
Computer Vision Fundamentals with Watson and OpenCV,"Learn about computer vision, one of the most exciting fields in machine learning. artificial intelligence and computer science.",7032,Self-paced on your time,Introductory,Computer Science,English,14,99,Medium
Japanese Business Management,Learn about Japanese business management and start down a path to becoming a global leader.,14852,Self-paced on your time,Intermediate,Business & Management,English,4,129,Medium
Introduction to Cloud Computing,"Master the core concepts in Cloud Computing, from service and deployment models, to cloud architecture, security, new technologies, and possible careers.",0,Self-paced on your time,Introductory,Computer Science,English,6,49,Low
Fundamentos de logística,"Te has preguntado cómo llega a nuestras manos desde las prendas de vestir que usamos, hasta los alimentos que consumimos. Estas experiencias han pasado por una serie de eslabones, procesos,operaciones y flujos que entendemos por: logística.",7397,Self-paced on your time,Introductory,Engineering,Español,5,29,Low
Sustainable Urban Development,Learn why cities are key in resolving global urbanization and sustainability challenges and how you can engineer tomorrow’s cities today.,45760,Self-paced on your time,Introductory,Social Sciences,English,7,50,Low
Introduction to Biomedical Imaging,Discover how medical imaging technologies are complementary and what information they provide to health professionals.,56485,Self-paced on your time,Introductory,Medicine,English,12,99,Medium
Introducción a la programación en Java: empezando a programar,¡Aprende a programar en Java de forma fácil e interactiva y entra en el fascinante mundo de la computación!,23321,Self-paced on your time,Introductory,Computer Science,Español,5,49,Low
"Circuits and Electronics 2: Amplification, Speed, and Delay","Learn how to speed up digital circuits and build amplifiers in the design of microchips used in smartphones, self-driving cars, computers, and the Internet.",9665,Self-paced on your time,Intermediate,Electronics,English,5,169,High
China’s Political and Intellectual Foundations: From Sage Kings to Confucius,"Learn about China’s origins, its integral early thinkers, and competing states and schools of thought.",47083,Self-paced on your time,Introductory,History,English,15,139,Medium
Introduction to DevOps and Site Reliability Engineering,Learn how to start transforming your organization using the principles and practices of DevOps.,8697,Self-paced on your time,Introductory,Computer Science,English,10,149,Medium
SQL aplicado en la  ciencia de datos,"Aprende a usar y aplicar el poderoso lenguaje de SQL para comunicar y extraer mejor los datos de las bases de datos, algo imprescindible para cualquiera que trabaje en el campo de la ciencia de datos.",0,Self-paced on your time,Introductory,Data Analysis & Statistics,Español,4,39,Low
Sign Language Science: Factors Contributing to Nature Structure,This course details the development of the type of grammar that occurs whenever a group of people develops and uses a signed language.,0,Self-paced on your time,Introductory,Language,English,4,99,Medium
Gender and Intersectionality,"Gender intersects with everything. Using examples from popular culture, classical literature, and history, this course will teach you how to analyze religious texts and traditions, class divisions, racial inequality, sexualities and nationalism through a gendered lens.",0,Self-paced on your time,Introductory,Humanities,English,6,50,Low
Digital Transformation in Business,Learn about the explosion of technologies that are transforming business and how to strategically leverage technologies to maximize the value--and minimize the risk--to your firm.,10118,Self-paced on your time,Advanced,Business & Management,English,7,214,High
Designing and Creating Trousers,"Learn the construction and style adaptations of trousers for men and women, from a design and creation perspective, completing the course with your own designed, and made to measure finished trouser sample.",7544,Self-paced on your time,Introductory,Design,English,5,99,Medium
Introducción a la teoría política: conceptos y grandes pensadores,En este curso de ciencias politicas conoceras el pensamiento politico de los autores clasicos con especial enfasis sobre como aparecen y evolucionan los conceptos politicos clave.,11741,Self-paced on your time,Introductory,Social Sciences,Español,7,59,Medium
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion","With complex legal protections and varying societal norms, how do we ensure rights for all?",11426,Self-paced on your time,Intermediate,Social Sciences,English,11,49,Low
Industry 4.0: How to Revolutionize your Business,"An introduction to the fourth industrial revolution, it's major systems and technologies and how new products and services will impact business and society.",28404,Self-paced on your time,Introductory,Business & Management,English,6,50,Low
Desafíos y oportunidades en la economía digital,Conoce los impactos y las oportunidades que los avances tecnológicos están generando en América Latina y el Caribe.,47792,Self-paced on your time,Introductory,Economics & Finance,Español,10,25,Low
Pensamiento crítico: toma de decisiones razonadas,Aprende a analizar eventos con rigor intelectual. Identifica como las decisiones razonadas ayudan a enfrentar el cambio.,16853,Self-paced on your time,Introductory,Business & Management,Español,4,149,Medium
"MathTrackX: Polynomials, Functions and Graphs","Develop an understanding of polynomials, functions and graphs and how these build the foundation for more complex mathematical concepts.",0,Self-paced on your time,Introductory,Math,English,4,79,Medium
Sustainable Food Security: Crop Production,Learn the basics of crop production and find out how to feed the future world population without depleting our planet’s resources!,35367,Self-paced on your time,Intermediate,Biology & Life Sciences,English,6,49,Low
Network and Security Foundations,"This course introduces the components of a computer network and the concept and role of communication protocols. The course covers widely used categorical classifications of networks, as well as network topologies, physical devices, and layered abstraction. The course also introduces basic concepts of security, covering vulnerabilities of networks and mitigation techniques, security of physical media, and security policies and procedures.",7301,Self-paced on your time,Introductory,Computer Science,English,8,299,High
Cannabis Cultivation and Processing,"Investigate the cultivation and processing of cannabis, starting from seeds to a diversity of end products for a global market.",7419,Self-paced on your time,Introductory,Environmental Studies,English,3,179,High
"Data, Models and Decisions in Business Analytics",Learn fundamental tools and techniques for using data towards making business decisions in the face of uncertainty.,36289,Instructor-led on a course schedule,Advanced,Business & Management,English,12,249,High
Data Structures Fundamentals,This course is part of a MicroMasters® Program,42381,Self-paced on your time,Intermediate,Computer Science,English,6,99,Medium
Shaping Work of the Future,Explore ways to improve job opportunities and develop a personal plan for lifelong career success.,22246,Self-paced on your time,Introductory,Business & Management,English,8,49,Low
Introducción a la robótica e industria 4.0,"Aprende sobre el apasionante mundo de la robótica, su creciente aplicación y su impacto en la automatización para las industrias 4.0.",7056,Self-paced on your time,Introductory,Computer Science,Español,3,49,Low
Fighting for Equality: 1950–2018,This course is part of a XSeries Program,9274,Self-paced on your time,Intermediate,History,English,10,50,Low
"Design Thinking: Ideation, Iteration and Communication",Learn how ideas transform into solutions through iteration and validation along with best practices for communicating your solution to stakeholders.,14629,Self-paced on your time,Intermediate,Business & Management,English,6,299,High
Negotiation Strategies and Styles,It describes the different negotiation strategies based on expected results and their impact on the relationship between the parties involved.,0,Self-paced on your time,Intermediate,Business & Management,English,4,149,Medium
Crear música con tecnología,"Aprende sobre el proceso de producción de música y tecnología musical -incluyendo la grabación, la edición y la mezcla- y sobre las herramientas disponibles para crear música contemporánea en tu computadora.",10961,Self-paced on your time,Introductory,Music,Español,6,49,Low
Análisis de datos: Diseño y Visualización de Tableros,"Aprende cómo transformar datos sin procesar, con el uso de tableros en Excel, para apoyar las decisiones de negocio.",18368,Self-paced on your time,Intermediate,Computer Science,Español,8,49,Low
Comunicación estratégica: gestión de crisis e imagen pública,Aprende a identificar y solucionar diferentes tipos de crisis por medio de la comunicación estratégica.,7017,Self-paced on your time,Introductory,Communication,Español,4,49,Low
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems","Learn about the dynamic business of food and agriculture, exploring value chain thinking and the role consumers play in our rapidly evolving food systems.",14052,Self-paced on your time,Intermediate,Business & Management,English,4,199,High
Unlocking Information Security: Part II,Continue learning how systems are hacked and defended.,6426,Self-paced on your time,Intermediate,Computer Science,English,6,149,Medium
Human Rights Defenders,"Human rights defenders have the courage to stand up against injustice. Learn about their stories, struggles and successes. Explore how defenders mitigate risk, take action to defend human rights, and how you can use your voice to join the fight, too.",27338,Self-paced on your time,Introductory,Social Sciences,English,4,49,Low
Product Design: The Delft Design Approach,Learn to design meaningful products and services in this introductory design course.,87539,Self-paced on your time,Intermediate,Business & Management,English,7,79,Medium
Introduction to Psychology | 心理学概论,Explore psychological research to understand basic theories and methods of scientific psychology with a strong focus on positive psychology. 本课程以心理学的经典理论和最新实证研究为蓝本，以积极心理学的视角，概览式地介绍科学心理学的基本理论、基本方法、研究领域和研究热点,30731,Self-paced on your time,Introductory,Philosophy & Ethics,中文,13,139,Medium
Circuits and Electronics 3: Applications,"Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.",9347,Self-paced on your time,Intermediate,Electronics,English,7,169,High
Vaccines: from smallpox to technologies of the future,"Gain insights in the past, present and future of global immunization.",6166,Self-paced on your time,Intermediate,Medicine,English,6,49,Low
Le management,Ce cours de management s’adresse à celles et ceux qui sont à la recherche d’une meilleure compréhension des théories et des pratiques du management.,6273,Self-paced on your time,Introductory,Business & Management,Français,5,149,Medium
Circular Economy for a Sustainable Built Environment,Learn how the principles of the Circular Economy can be applied to the built environment ranging from products and buildings to metropolitan and regional development strategies.,8032,Self-paced on your time,Intermediate,Architecture,English,6,50,Low
Agile Innovation and Problem Solving Skills,Learn how to deliver greater value through Agile solution targeting and theory of constraints that unleash your team's innovative potential.,12667,Self-paced on your time,Advanced,Engineering,English,4,199,High
International Investment Law,Learn the features and dynamics of an important field of international law that grants rights to foreign investors to foster States’ development.,23335,Instructor-led on a course schedule,Advanced,Law,English,10,150,Medium
Animation and CGI Motion,Learn the science behind movie animation from the Director of Columbia’s Computer Graphics Group.,36827,Instructor-led on a course schedule,Advanced,Computer Science,English,12,249,High
Terrorism and Counterterrorism,"What is the danger of terrorism, and how can the world respond effectively?",28580,Self-paced on your time,Introductory,Humanities,English,7,49,Low
Découvrir le marketing,"Décodez les logiques du marketing au travers des actions marketing: le produit, le prix, la distribution et la communication (les « 4P »).",30030,Instructor-led on a course schedule,Intermediate,Business & Management,Français,10,150,Medium
Solar Energy: Photovoltaic (PV) Energy Conversion,"Learn how solar cells generate electricity, and about the semiconductor physics and optics required to design and manufacture solar cells.",38041,Instructor-led on a course schedule,Advanced,Engineering,English,12,250,High
Introduction to Actuarial Science,,52667,Self-paced on your time,Introductory,Data Analysis & Statistics,English,8,49,Low
PredictionX: Lost Without Longitude,,9114,Self-paced on your time,Introductory,History,English,1,49,Low
Information Technology Foundations,"Information Technology Foundations examines IT as a discipline and its various roles and functions. The course covers IT disciplines including systems and services, network and security, scripting and programming, data management, and the business of IT. The course also surveys technologies within these disciplines.",6388,Self-paced on your time,Introductory,Computer Science,English,6,399,High
Introducción a la Inteligencia Artificial de Watson,Aprende cómo comenzar rápida y fácilmente con la Inteligencia Artificial utilizando IBM Watson.,0,Self-paced on your time,Introductory,Computer Science,Español,8,49,Low
Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,This course is part of a Professional Certificate,16013,Self-paced on your time,Intermediate,Business & Management,English,5,125,Medium
Instructional Design and Technology: Learning Theories,Explore emerging learning theories and interactive technologies to create engaging experiences for today’s connected students.,21296,Instructor-led on a course schedule,Intermediate,Education & Teacher Training,English,8,299,High
"Algorithms: Design and Analysis, Part 2","Welcome to the self paced course, Algorithms: Design and Analysis, Part 2! Algorithms are the heart of computer science, and the subject has countless practical applications as well as intellectual depth. This course is an introduction to algorithms for learners with at least a little programming experience.",0,Self-paced on your time,Intermediate,Computer Science,English,6,149,Medium
The Math of Data Science: Linear Algebra,"This course is an introduction to linear algebra. You will discover the basic objects of linear algebra – how to compute with them, how they fit together theoretically, and how they can be used to solve real problems.",6746,Self-paced on your time,Intermediate,Math,English,8,159,High
Introducción al quirófano,En este curso en línea se revisarán todos los procedimientos rutinarios que se llevan a cabo en el quirófano para poder integrarse con eficacia en el equipo que va a practicar una intervención quirúrgica.,0,Self-paced on your time,Intermediate,Medicine,Español,6,49,Low
The Hardware of a Quantum Computer,"Learn how a quantum computer could be physically build, and how it could be controlled.",20052,Self-paced on your time,Intermediate,Physics,English,6,79,Medium
Grabar y mezclar música,Conoce y practica las técnicas y herramientas que necesita un productor musical para escribir y producir su propia música.,10856,Self-paced on your time,Introductory,Music,Español,4,49,Low
Leadership focused on Human Flourishing,"It describes the elements of the Leadership model oriented towards human flourishing, in order to develop leaders who achieve better results.",0,Self-paced on your time,Intermediate,Business & Management,English,4,149,Medium
Automata Theory,"This course covers the theory of automata and languages. We begin with a study of finite automata and the languages they can define (the so-called ""regular languages."" Topics include deterministic and nondeterministic automata, regular expressions, and the equivalence of these language-defining mechanisms.",0,Self-paced on your time,Advanced,Computer Science,English,7,129,Medium
¡Conceptos básicos de Python para Data Science!,"Este curso de Python proporciona una introducción para principiantes a Python a la ciencia de datos. Practica a través de ejercicios de laboratorio, ¡y estarás listo para crear tus primeros scripts de Python por tu cuenta!",0,Self-paced on your time,Introductory,Data Analysis & Statistics,Español,5,49,Low
Herramientas para el Análisis de Big Data,"Conoce las herramientas para el procesamiento, modelación, análisis, almacenamiento y acceso de los datos. Aprende en este curso online los beneficios del cómputo en la nube para proyectos de ciencia de datos en las organizaciones y conoce las herramientas más populares.",8118,Self-paced on your time,Intermediate,Data Analysis & Statistics,Español,4,49,Low
Foundations of Central Bank Law,"This online course, presented by the IMF Institute and the IMF Legal Department, introduces participants to the foundations of central bank law. The course covers the legal issues that are necessary to support sound and effective central banks. It addresses the legal underpinnings of the mandate, decision-making structures, autonomy, accountability, transparency, and operations of central banks. This course combines theoretical components with practical exercises on how to analyze and design central bank legal frameworks.",6169,Self-paced on your time,Intermediate,Law,English,6,25,Low
C Programming: Modular Programming and Memory Management,Enhance your coding skills along your path to becoming a proficient C programmer with the essential concepts of functions and pointers. Receive instant feedback on your code right within your browser.,18690,Self-paced on your time,Introductory,Computer Science,English,7,49,Low
Enseñanza temprana de matemáticas y ciencias,Aprende los métodos y prácticas centradas en el estudiante para una enseñanza temprana efectiva de matemáticas y ciencias.,8250,Self-paced on your time,Introductory,Education & Teacher Training,Español,10,25,Low
Entrepreneurship 102: What can you do for your customer?,Learn and apply the process of entrepreneurial product design.,11275,Self-paced on your time,Introductory,Business & Management,English,10,49,Low
Italian Language and Culture: Advanced (2019-2020),"Enhance your knowledge of the Italian language and learn about Italy’s culture and history including theater, opera and the poet Dante.",24667,Self-paced on your time,Advanced,Language,Italiano,12,49,Low
Introduction to Marketing,An introduction to the role of marketing in a competitive marketplace.,0,Self-paced on your time,Introductory,Business & Management,English,6,149,Medium
Origins of the Human Mind,"Learn about the evolutionary origins of the human mind by comparing our cognitive features to chimpanzees, our closest living relative.",11812,Self-paced on your time,Introductory,Science,English,5,49,Low
Introduction to Geometry,,61824,Self-paced on your time,Introductory,Math,English,14,50,Low
The Future of Work: Preparing for Disruption,,43125,Self-paced on your time,Introductory,Economics & Finance,English,5,5,Low
Clinical Reasoning Process,"The course introduces the clinical reasoning process as it is used by clinicians from different health disciplines: medicine, dentistry, nursing, veterinary medicine, and pharmacy. The course offers a step-by-step description and explanation of the process, illustrated with clinical examples. This course is of interest to both students and health professionals as they hone their knowledge and clinical reasoning skills.",5367,Self-paced on your time,Introductory,Medicine,English,6,149,Medium
Datos para la efectividad de las políticas públicas,"Este curso te ayudará a tomar el control de los datos y familiarizarte con las herramientas para utilizarlos en la planificación, gestión y evaluación de políticas publicas.",80425,Self-paced on your time,Introductory,Data Analysis & Statistics,Español,10,25,Low
Media Law,Build your expertise in legal frameworks and ethical issues surrounding design and digital media,7253,Instructor-led on a course schedule,Introductory,Art & Culture,English,14,249,High
Líderes para la Gestión en Seguridad Ciudadana y Justicia,"Este curso se centra en seguridad ciudadana y justicia en America Latina y el Caribe. Aprende sobre lo ultimo en prevencion, modernizacion policial y de justicia, y reinsercion social.",12826,Self-paced on your time,Intermediate,Social Sciences,Español,10,25,Low
"Diseña, fabrica y programa tu propio robot","Aprenderás a diseñar, fabricar y programar tu propio robot (DYOR: Do Your Own Robot) con Arduino y te iniciarás en el mundo Maker.",25024,Self-paced on your time,Introductory,Engineering,Español,6,75,Medium
Pivoting to Online Teaching: Research and Practitioner Perspectives,"This course explores research-informed, effective practices for online teaching and learning, providing guidance on how to pivot existing courses online while enhancing student success and engagement",5289,Self-paced on your time,Introductory,Education & Teacher Training,English,6,139,Medium
Circular Economy: An Interdisciplinary Approach,"Join the transition towards a circular economy considering economic, supply chain, social, technical, managerial and environmental aspects.",10281,Self-paced on your time,Advanced,Business & Management,English,6,149,Medium
Calculus 1B: Integration,Discover the integral—what it is and how to compute it. See how to use calculus to model real world phenomena. Part 2 of 3.,44669,Instructor-led on a course schedule,Intermediate,Math,English,15,100,Medium
Algorithmic Design and Techniques,This course is part of a MicroMasters® Program,40620,Self-paced on your time,Intermediate,Computer Science,English,6,99,Medium
Drinking Water Treatment,"Learn about urban water services, focusing on conventional technologies for drinking water treatment.",51918,Self-paced on your time,Intermediate,Engineering,English,7,50,Low
Fundamentos de información financiera y contable,"En este curso en línea se revisarán los conceptos básicos de la contabilidad, identificando la normatividad contable, el uso y aplicación de la cuenta y la balanza de comprobación.",7789,Self-paced on your time,Intermediate,Economics & Finance,Español,5,49,Low
Les principes de la finance,S'équiper de la boîte à outils du financier pour prendre des décisions judicieuses d'investissement ou d'épargne.,44037,Self-paced on your time,Intermediate,Business & Management,Français,13,150,Medium
Music Technology Foundations,Learn how to use creative technologies to make your own music and get a step closer to a career in music.,34550,Self-paced on your time,Introductory,Computer Science,English,6,169,High
The Entrepreneurial Mindset,Uncover the secrets of thinking like an entrepreneur to create value for stakeholders and society across a variety of business settings.,31077,Self-paced on your time,Introductory,Business & Management,English,6,149,Medium
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",This course is part of a XSeries Program,26453,Self-paced on your time,Introductory,Biology & Life Sciences,English,5,49,Low
Risk Management and Credit Principles,"Get introduced to risk management, credit principles, and business risk as they relate to a borrower.",9028,Self-paced on your time,Advanced,Economics & Finance,English,6,199,High
Steps in Japanese for Beginners1 Part3,Learn important words and phrases for building relationships with other people.,6169,Self-paced on your time,Introductory,Language,English,5,99,Medium
Structural Materials: Selection and Economics,"Billions of tons of structural materials, such as steel, aluminum, and titanium are used every year. Learn where, why, and when they are used.",9752,Self-paced on your time,Introductory,Engineering,English,3,50,Low
Algorithm Design and Analysis,Learn about the core principles of computer science: algorithmic thinking and computational problem solving.,39137,Self-paced on your time,Intermediate,Computer Science,English,4,149,Medium
Estructuras de Datos con Python,"El segundo curso en Python for Everybody explora variables que contienen colecciones de datos como cadenas, listas, diccionarios y tuplas. Aprender a almacenar y representar y manipular colecciones de datos mientras se ejecuta un programa es una parte importante de aprender a programar.",0,Self-paced on your time,Introductory,Computer Science,Español,7,49,Low
Mandarin Chinese for Business,Learn common Mandarin Chinese business phrases and understand Chinese culture so you can communicate professionally in the largest market in the world.,12384,Self-paced on your time,Intermediate,Language,English,6,149,Medium
Bases Matemáticas: Números y terminología,"Se repasan los conceptos básicos de conjuntos, la terminología básica y las propiedades fundamentales de los números (reales y complejos).",26060,Self-paced on your time,Intermediate,Math,Español,4,50,Low
Arab-Islamic History: From Tribes to Empires,"Learn about the history of the Arab and Muslim world during its first millennium, including political, social and cultural aspects.",17321,Self-paced on your time,Introductory,Humanities,English,8,149,Medium
Human-Computer Interaction I: Fundamentals & Design Principles,"Learn the principles of Human-Computer Interaction to create intuitive, usable interfaces, with established design principles like feedback cycles, direct manipulation, affordances, signifiers, and more.",9010,Self-paced on your time,Introductory,Computer Science,English,6,99,Medium
Modeling and simulation of multibody systems,"Vehicles, bicycles, cranes, human bodies and robots are multibody systems. Learn how to model them and to compute their kinematic and dynamic characteristics, such as velocities, accelerations and forces.",0,Instructor-led on a course schedule,Intermediate,Engineering,English,14,50,Low
The Science of Parenting,,37538,Self-paced on your time,Introductory,Social Sciences,English,5,49,Low
Inclusive Teaching: Supporting All Students in the College Classroom,,9899,Self-paced on your time,Introductory,Education & Teacher Training,English,6,49,Low
Analytics for Decision Making,Discover the foundational concepts that support modern data science and learn to analyze various data types and quality to make smart business decisions.,31031,Self-paced on your time,Introductory,Business & Management,English,4,249,High
Principios de Análisis e Instrumentos Financieros,"Este curso está desarrollo para que el participante cuente con un sólido conocimiento de las finanzas empresariales básicas y pueda tomar las mejores decisiones, que signifiquen la mayor rentabilidad y maximización del valor de la empresa.",0,Self-paced on your time,Intermediate,Economics & Finance,Español,5,49,Low
Energy Principles and Renewable Energy,"An introduction to the language of energy, key scientific principles that underpin energy systems, future energy challenges and available renewable energy options.",19520,Instructor-led on a course schedule,Advanced,Energy & Earth Sciences,English,14,375,High
DNA: Biology’s Genetic Code,DNA carries the defining data for life in a simple genetic code that comes with its own “back-up” system. Explore DNA structure with us!,35162,Self-paced on your time,Intermediate,Biology & Life Sciences,English,6,169,High
Music For Wellness,"Learn how music can help reduce stress and improve your health, and well-being.",19728,Self-paced on your time,Introductory,Humanities,English,4,49,Low
Mining Massive Datasets,"The course is based on the text Mining of Massive Datasets by Jure Leskovec, Anand Rajaraman, and Jeff Ullman, who by coincidence are also the instructors for the course.",5311,Self-paced on your time,Advanced,Computer Science,English,7,149,Medium
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,,25041,Self-paced on your time,Introductory,Engineering,English,4,50,Low
A travel by Spanish America: Spanish for beginners,"Learn basic expressions in Spanish and communicative tools to get ready to travel to any Spanish-speaking country, while you get to know relevant aspects of the Spanish American culture.",0,Self-paced on your time,Introductory,Language,Español,4,49,Low
Introducción a la Inteligencia Artificial,"¿Es posible construir una máquina o robot inteligente? En este curso aprenderás los fundamentos teóricos de la Inteligencia Artificial, con sus principales ramas y los aplicarás en la creación de modelos, como el procesamiento de Lenguaje Natural.",11184,Self-paced on your time,Introductory,Computer Science,Español,4,49,Low
